architecture;cycle_id;raw_value;moisture_pct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;cloud_outage;min_free_heap
hybrid;39;6482;2.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;40;6382;4.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;41;6151;10.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;42;6009;14.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;43;5616;23.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;44;4451;50.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;99628
hybrid;45;3774;66.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;99628
hybrid;46;2686;91.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99628
hybrid;47;3118;79.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99628
hybrid;48;4266;54.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;YES;99628
hybrid;49;5325;30.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;99628
hybrid;50;5997;14.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;51;6468;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;52;6168;9.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;53;4692;43.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;99628
hybrid;54;3890;63.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;99628
hybrid;55;2616;91.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99628
hybrid;56;3185;78.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99628
hybrid;57;4842;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;YES;99628
hybrid;58;5902;15.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;99628
hybrid;59;6098;11.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;60;6078;11.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99628
hybrid;61;6254;7.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;62;5924;16.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;63;5757;20.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;64;4550;47.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99628
hybrid;65;3580;70.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99628
hybrid;66;2876;86.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
hybrid;67;3396;74.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
hybrid;68;4437;50.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;99628
hybrid;69;5034;35.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;99628
hybrid;70;5876;17.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;71;6364;5.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;72;6322;7.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;73;4701;44.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99628
hybrid;74;3726;66.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99628
hybrid;75;2698;89.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
hybrid;76;3045;82.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
hybrid;77;4940;39.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;99628
hybrid;78;5776;19.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;79;6506;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;80;6337;6.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;81;6230;9.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;82;6044;12.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;83;5769;20.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;84;4688;43.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99628
hybrid;85;3678;68.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99628
hybrid;86;2902;85.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
hybrid;87;3478;72.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
hybrid;88;4184;55.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;99628
hybrid;89;5142;34.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;99628
hybrid;90;5691;20.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;91;6546;1.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99628
hybrid;92;4568;47.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99628
hybrid;93;4682;45.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99628
hybrid;94;3744;66.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99628
hybrid;95;2766;89.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99628
