architecture;cycle_id;raw_value;moisture_pct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;cloud_outage;min_free_heap
hybrid;26;3530;70.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;98744
hybrid;27;2706;89.00;1;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;98744
hybrid;28;2794;87.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;98744
hybrid;29;5850;17.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;30;6478;2.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;31;6115;12.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;32;4901;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;98744
hybrid;33;3768;65.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;98744
hybrid;34;2575;92.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;98744
hybrid;35;2916;84.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;98744
hybrid;36;5072;35.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;98744
hybrid;37;5695;20.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;38;6194;10.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;39;5892;17.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;40;6114;11.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;41;6611;0.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;42;5056;36.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;43;3993;60.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;98744
hybrid;44;2658;91.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;98744
hybrid;45;2617;92.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;98744
hybrid;46;3077;80.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;98744
hybrid;47;4210;54.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;YES;98744
hybrid;48;5330;29.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;98744
hybrid;49;5076;34.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;50;6520;1.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;51;6127;10.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;52;4638;45.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;98744
hybrid;53;3802;65.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;98744
hybrid;54;5310;30.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;98744
hybrid;55;3228;77.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;98744
hybrid;56;5212;32.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;98744
hybrid;57;5486;26.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;58;6430;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;98744
hybrid;59;5996;14.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;60;6414;5.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;61;6432;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;62;4659;44.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98744
hybrid;63;4058;59.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98744
hybrid;64;3559;69.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;98744
hybrid;65;2552;93.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;66;3006;82.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;67;4364;51.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;98744
hybrid;68;5382;27.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;98744
hybrid;69;5012;37.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;70;6452;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;71;6164;10.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;72;4615;46.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98744
hybrid;73;3676;67.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;98744
hybrid;74;2489;94.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;75;3156;80.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;76;5075;36.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;98744
hybrid;77;5539;24.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;78;6402;5.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;79;5937;16.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;80;6329;6.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;81;6492;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;82;4808;41.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98744
hybrid;83;3220;77.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;98744
hybrid;84;3552;71.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;85;2772;87.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;86;2962;83.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
hybrid;87;4290;53.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;98744
hybrid;88;5618;23.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;98744
hybrid;89;6287;8.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;90;6378;5.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;91;6272;8.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98744
hybrid;92;4734;42.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98744
hybrid;93;3725;66.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;98744
hybrid;94;2394;97.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98744
