architecture,cycle_id,rawVal,moisturePct,end_to_end_latency_ms,mqtt_messages_count,reading_received,command_ack_received,data_loss,command_loss,decision,min_free_heap
edge,73,4241,52.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106416
edge,74,4350,50.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106568
edge,75,4449,48.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106492
edge,76,4547,46.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106416
edge,77,4662,43.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106568
edge,78,4757,41.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106567
edge,79,4802,40.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106568
edge,80,4828,39.00,1,1,RECEIVED,SUCCESS,NO,NO,PUMP_ON,106568
edge,81,4987,36.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,82,5108,33.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,83,5264,30.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,84,4694,42.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106566
edge,85,4877,39.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,86,4913,38.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,87,4952,36.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106567
edge,88,5149,33.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,89,5227,30.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106492
edge,90,5306,29.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,91,5417,27.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106568
edge,92,6454,4.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106566
edge,93,6240,8.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106492
edge,94,6135,11.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106567
edge,95,5886,16.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106566
edge,96,5724,19.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106416
