architecture;cycle_id;raw_value;moisture_pct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;cloud_outage;min_free_heap
hybrid;42;5872;15.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;43;5651;20.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;44;4438;47.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;99488
hybrid;45;3559;68.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;99488
hybrid;46;2653;88.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99488
hybrid;47;3216;76.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99488
hybrid;48;4212;53.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;YES;99488
hybrid;49;5060;33.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;99488
hybrid;50;5785;16.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;51;6360;3.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;52;6139;8.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;53;4608;43.00;1;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;99488
hybrid;54;3762;63.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;99488
hybrid;55;2606;89.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99488
hybrid;56;2971;81.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;99488
hybrid;57;4750;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;YES;99488
hybrid;58;5692;18.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;99488
hybrid;59;6374;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;60;6177;8.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;99488
hybrid;61;6096;9.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;62;5904;14.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;63;5535;22.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;64;4418;48.00;1;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99488
hybrid;65;3510;69.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99488
hybrid;66;2804;85.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;67;3226;75.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;68;4200;53.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;99488
hybrid;69;5024;34.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;99488
hybrid;70;5793;16.00;1;1;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;71;6202;7.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;72;6218;7.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;73;4634;43.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99488
hybrid;74;3754;63.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99488
hybrid;75;2566;90.00;1;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;76;2997;80.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;77;4856;38.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;99488
hybrid;78;5814;16.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;79;6478;1.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;80;6174;7.00;1;1;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;81;6100;9.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;82;5890;14.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;83;5520;23.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;84;4479;46.00;1;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99488
hybrid;85;3491;69.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99488
hybrid;86;2686;88.00;1;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;87;3306;73.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;88;4174;53.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;99488
hybrid;89;5040;34.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;99488
hybrid;90;5736;18.00;1;1;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;91;6368;3.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;92;6038;11.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;99488
hybrid;93;4626;43.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;99488
hybrid;94;3682;65.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;99488
hybrid;95;2710;87.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
hybrid;96;2982;81.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;99488
