architecture;cycle_id;rawVal;moisturePct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;min_free_heap
edge;76;5280;28.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;77;2142;99.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;78;2164;99.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;79;2190;98.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;80;5464;23.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;81;5522;22.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;82;5570;20.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;83;5628;19.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;84;2302;96.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;85;2336;95.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;86;2380;94.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;87;5108;31.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;88;5156;30.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;89;5202;29.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;90;5254;28.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;91;2160;99.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;92;2196;98.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;93;2238;97.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;94;5310;27.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;95;5376;25.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;96;5438;24.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;97;5486;23.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;98;2148;99.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;99;2192;98.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
