architecture,cycle_id,rawVal,moisturePct,end_to_end_latency_ms,mqtt_messages_count,reading_received,command_ack_received,data_loss,command_loss,decision,min_free_heap
edge,82,6252,7.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106822
edge,83,6480,3.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106823
edge,84,5178,32.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106824
edge,85,2645,88.00,1,1,RECEIVED,SUCCESS,NO,NO,PUMP_OFF,106824
edge,86,2805,84.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106824
edge,87,3033,80.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106824
edge,88,3094,78.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106824
edge,89,3196,76.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106823
edge,90,3313,73.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106823
edge,91,3485,70.00,0,0,RECEIVED,NA,NO,NA,KEEP_OFF,106822
edge,92,6578,1.00,2,1,RECEIVED,SUCCESS,NO,NO,PUMP_ON,106823
edge,93,6498,2.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106823
edge,94,6398,4.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106823
edge,95,6296,6.00,0,0,RECEIVED,NA,NO,NA,KEEP_ON,106823
edge,96,2249,97.00,2,1,RECEIVED,SUCCESS,NO,NO,PUMP_OFF,106672
