architecture;cycle_id;raw_value;moisture_pct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;cloud_outage;min_free_heap
hybrid;83;6306;4.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98296
hybrid;84;4748;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98296
hybrid;85;3993;58.00;1;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98296
hybrid;86;3265;74.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;98296
hybrid;87;2602;90.00;1;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98296
hybrid;88;2853;84.00;1;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98296
hybrid;89;4306;50.00;1;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;98296
hybrid;90;5358;26.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;98296
hybrid;91;6061;10.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98296
hybrid;92;6436;2.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98296
hybrid;93;6253;6.00;1;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;98296
hybrid;94;4606;43.00;1;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;98296
hybrid;95;3574;67.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;98296
hybrid;96;2391;94.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;98296
