architecture;cycle_id;raw_value;moisture_pct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;cloud_outage;min_free_heap
hybrid;32;6270;7.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;33;4578;47.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;100104
hybrid;34;3158;79.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;100104
hybrid;35;2850;87.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;100104
hybrid;36;3763;66.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;100104
hybrid;37;5020;37.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;100104
hybrid;38;5957;14.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;39;3006;83.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;100104
hybrid;40;6282;7.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;100104
hybrid;41;6052;12.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;42;6110;11.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;43;6347;6.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;44;4604;45.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;100104
hybrid;45;3666;67.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;100104
hybrid;46;2853;86.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;100104
hybrid;47;3339;74.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;100104
hybrid;48;4256;53.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;YES;100104
hybrid;49;5339;30.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;100104
hybrid;50;5998;14.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;51;6404;5.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;52;6596;1.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;53;4598;47.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;YES;100104
hybrid;54;3286;77.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;YES;100104
hybrid;55;2664;91.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;100104
hybrid;56;3723;66.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;YES;100104
hybrid;57;5186;32.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;YES;100104
hybrid;58;5910;16.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;59;6637;0.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;60;6438;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;YES;100104
hybrid;61;6123;10.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;62;6326;7.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;63;6492;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;64;4897;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;100104
hybrid;65;3647;68.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;100104
hybrid;66;6621;0.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;100104
hybrid;67;3380;73.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;100104
hybrid;68;4196;55.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;100104
hybrid;69;5266;31.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;100104
hybrid;70;6014;13.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;71;6416;4.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;72;2566;92.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;100104
hybrid;73;4555;46.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;100104
hybrid;74;3149;80.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;100104
hybrid;75;2669;90.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;100104
hybrid;76;3779;64.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;100104
hybrid;77;5245;32.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;100104
hybrid;78;6471;2.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;79;6425;4.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;80;6230;8.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;81;6218;9.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;82;3332;75.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;100104
hybrid;83;6478;2.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;100104
hybrid;84;4690;44.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;100104
hybrid;85;3850;63.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;100104
hybrid;86;2940;85.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;100104
hybrid;87;3261;76.00;0;0;RECEIVED;NA;NO;NA;PUMP_OFF;NO;100104
hybrid;88;4354;51.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;NO;100104
hybrid;89;5258;30.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;NO;100104
hybrid;90;6012;13.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;91;6434;3.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;92;6409;4.00;0;0;RECEIVED;NA;NO;NA;PUMP_ON;NO;100104
hybrid;93;4500;49.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;NO;100104
hybrid;94;3362;75.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;NO;100104
