architecture;cycle_id;rawVal;moisturePct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;tb_connected;min_free_heap
cloud;15;6472;0.00;199;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;88092
cloud;16;2424;93.00;112;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;88092
cloud;17;6318;4.00;102;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;88092
cloud;18;2046;100.00;132;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;88092
cloud;19;2866;83.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_OFF;YES;88092
cloud;20;2936;81.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_OFF;YES;88092
cloud;21;2368;94.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_OFF;YES;88092
cloud;22;6168;7.00;118;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;88092
cloud;23;6242;5.00;3002;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;88092
cloud;24;5040;33.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;88092
cloud;25;2692;87.00;125;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;88092
cloud;26;6224;6.00;110;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;88092
cloud;27;2922;82.00;143;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;88092
cloud;28;6564;0.00;140;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;88092
