architecture;cycle_id;rawVal;moisturePct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;min_free_heap
edge;26;3436;70.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;27;3340;72.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;28;3210;75.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;29;3054;79.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;30;2914;82.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;31;5386;25.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;32;5718;17.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;33;5864;14.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;34;6238;6.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;35;6590;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;36;4684;41.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;37;4740;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;38;4956;35.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;39;5684;18.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;40;6602;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;41;3876;60.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;42;6560;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;43;6600;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;44;6632;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;45;6648;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;46;4346;49.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106644
edge;47;3754;63.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;48;3700;64.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;49;4150;54.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106644
edge;50;6582;0.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;51;3210;75.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;52;6174;7.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;53;3506;68.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;54;6416;1.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;55;3190;76.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;56;6332;3.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;57;3262;74.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;58;6374;2.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;59;2932;82.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;60;5808;15.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;61;3128;77.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;62;6382;2.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106644
edge;63;3267;74.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106644
edge;64;6606;0.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106568
edge;65;2620;89.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;66;6466;0.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;67;2914;82.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;68;6562;0.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;69;6562;0.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;70;2372;94.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;71;5802;16.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;72;5950;12.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;73;6014;11.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;74;6038;10.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;75;6060;10.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;76;6094;9.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;77;2184;99.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;78;5742;17.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;79;2178;99.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;80;2194;98.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;81;2188;99.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;82;2212;98.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;83;2216;98.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;84;5644;19.00;2;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;85;5662;19.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;86;2104;100.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;87;4738;40.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;88;2368;94.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;89;2350;95.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;90;2256;97.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;91;2264;97.00;0;0;RECEIVED;NA;NO;NA;KEEP_OFF;106492
edge;92;5226;29.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;93;5264;28.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
edge;94;2168;99.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;95;5304;27.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;96;3504;68.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_OFF;106492
edge;97;5224;29.00;1;1;RECEIVED;SUCCESS;NO;NO;PUMP_ON;106492
edge;98;5270;28.00;0;0;RECEIVED;NA;NO;NA;KEEP_ON;106492
