architecture;cycle_id;rawVal;moisturePct;end_to_end_latency_ms;mqtt_messages_count;reading_received;command_ack_received;data_loss;command_loss;decision;tb_connected;min_free_heap
cloud;30;5826;15.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94952
cloud;31;2192;99.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94952
cloud;32;6208;6.00;3001;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94952
cloud;33;2488;92.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94952
cloud;34;2616;89.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;35;6434;1.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;36;3980;57.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;37;2466;92.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;38;6594;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;39;6602;0.00;3001;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;40;6600;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;41;6610;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;42;6612;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;43;6610;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;44;2170;99.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;45;2580;90.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;46;2844;84.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;47;2472;92.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;48;5380;25.00;3001;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;49;6576;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;50;6606;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;51;6614;0.00;3001;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;52;6618;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;53;6618;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;54;6588;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;55;6602;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;56;6604;0.00;3002;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;57;6604;0.00;3000;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;58;6608;0.00;3001;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;59;6604;0.00;3001;1;RECEIVED;NA;YES;NA;CLOUD_TIMEOUT_KEEP_ON;NO;94748
cloud;60;6596;0.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;94748
cloud;61;6604;0.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;94748
cloud;62;6594;0.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;94748
cloud;63;2202;98.00;131;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;94748
cloud;64;6436;1.00;146;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;94748
cloud;65;6458;0.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;94748
cloud;66;2272;97.00;129;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;94748
cloud;67;6568;0.00;151;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;94748
cloud;68;2354;95.00;120;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;94748
cloud;69;6648;0.00;123;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;94748
cloud;70;2258;97.00;112;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;94748
cloud;71;2338;95.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_OFF;YES;94748
cloud;72;2266;97.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_OFF;YES;94748
cloud;73;4696;41.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_OFF;YES;94748
cloud;74;6386;2.00;107;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;94748
cloud;75;2798;85.00;106;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;94748
cloud;76;6636;0.00;143;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_ON;YES;94748
cloud;77;4460;46.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;94748
cloud;78;5804;16.00;3001;1;RECEIVED;NA;NO;NA;CLOUD_KEEP_ON;YES;94748
cloud;79;2536;91.00;167;2;RECEIVED;SUCCESS;NO;NO;CLOUD_PUMP_OFF;YES;94748
